"Date","smR"
2020-12-13,0.866845094099314
2020-12-14,0.876266767132377
2020-12-15,0.888980199245719
2020-12-16,0.939095761810614
2020-12-17,0.940187471608216
2020-12-18,0.983829271462249
2020-12-19,0.982579584400297
2020-12-20,0.970953964300699
2020-12-21,0.935141062879983
2020-12-22,0.922297432125212
2020-12-23,0.8660990117959
2020-12-24,0.8633506561974
2020-12-25,0.872853171135446
2020-12-26,0.89393176774768
2020-12-27,0.906293447928306
2020-12-28,0.928615429340441
2020-12-29,0.923192602834052
2020-12-30,0.936259599630045
2020-12-31,0.945348496078562
2021-01-01,0.950224982644481
2021-01-02,0.946977246766343
2021-01-03,0.96296563001008
2021-01-04,0.967393326887997
2021-01-05,0.979208168388477
2021-01-06,0.960497105278953
2021-01-07,0.951384823288265
2021-01-08,0.937850928472797
2021-01-09,0.914367220504853
2021-01-10,0.891140032295886
2021-01-11,0.897602698816714
2021-01-12,0.894878979310633
2021-01-13,0.891614140720609
2021-01-14,0.892091766644941
2021-01-15,0.904381842602906
2021-01-16,0.922858794442644
2021-01-17,0.935279565079684
2021-01-18,0.97536203902068
2021-01-19,0.987050726471587
2021-01-20,0.988282920532752
2021-01-21,0.987854724868386
2021-01-22,0.959967737913724
2021-01-23,1.00326975870911
2021-01-24,0.997556150224119
2021-01-25,0.989656550078535
2021-01-26,0.982196511790264
2021-01-27,1.00224108085988
2021-01-28,0.961080733676737
2021-01-29,0.98572877789364
2021-01-30,0.940371315029622
2021-01-31,0.944458550551023
2021-02-01,0.940755549163999
2021-02-02,0.964059765816969
2021-02-03,0.955192320487408
2021-02-04,0.994954066902572
2021-02-05,1.00666524469248
2021-02-06,0.982206842108635
2021-02-07,0.984327703328959
2021-02-08,0.983333619316392
2021-02-09,0.986119752736274
2021-02-10,0.993845362338597
2021-02-11,1.04602600960931
2021-02-12,1.04548928061225
2021-02-13,1.0895389568936
2021-02-14,1.11217051932805
2021-02-15,1.13116344592182
2021-02-16,1.15130347985277
2021-02-17,1.16382157171509
2021-02-18,1.13574339470839
2021-02-19,1.15776791106477
2021-02-20,1.17286249769097
2021-02-21,1.1690332189387
2021-02-22,1.17847427683972
2021-02-23,1.1655446714433
2021-02-24,1.15255500281469
2021-02-25,1.133849455119
2021-02-26,1.11020786782072
2021-02-27,1.08322251868021
2021-02-28,1.08482752737455
2021-03-01,1.07461126817681
2021-03-02,1.08924804379001
2021-03-03,1.1115594104208
2021-03-04,1.13427468458482
2021-03-05,1.16237434850312
2021-03-06,1.19699259027661
2021-03-07,1.21971326041282
2021-03-08,1.23608120625064
2021-03-09,1.27024324909489
2021-03-10,1.29730806735155
2021-03-11,1.32269179750238
2021-03-12,1.35081516067173
2021-03-13,1.39824177901011
2021-03-14,1.42838986297515
2021-03-15,1.45078479883113
2021-03-16,1.4714249686091
2021-03-17,1.48042985042879
2021-03-18,1.473458080855
2021-03-19,1.45371383973552
2021-03-20,1.42109694613172
2021-03-21,1.38990081128357
2021-03-22,1.35391047992435
2021-03-23,1.3276397546768
2021-03-24,1.31531960782609
2021-03-25,1.27418226895226
2021-03-26,1.2532479639668
2021-03-27,1.24617863751502
2021-03-28,1.24363115874568
2021-03-29,1.26048821993288
2021-03-30,1.331887729595
2021-03-31,1.37376161170048
2021-04-01,1.44712457316087
2021-04-02,1.48420353966843
2021-04-03,1.50117709971388
2021-04-04,1.51407649869765
2021-04-05,1.50292885988926
2021-04-06,1.43614862396619
2021-04-07,1.42653017317797
2021-04-08,1.42466888701891
2021-04-09,1.41874925956352
2021-04-10,1.41917728997809
2021-04-11,1.41644371419944
2021-04-12,1.42243323138152
2021-04-13,1.42393137687899
2021-04-14,1.42579135658036
2021-04-15,1.41911240244256
2021-04-16,1.41500104609808
2021-04-17,1.39418214550401
2021-04-18,1.37640528329242
2021-04-19,1.33864840780675
2021-04-20,1.29862545494502
2021-04-21,1.25917548796675
2021-04-22,1.22108111371394
2021-04-23,1.18532544163579
2021-04-24,1.16144092230284
2021-04-25,1.14396378077388
2021-04-26,1.12537168083846
2021-04-27,1.09907600266421
2021-04-28,1.08840318475954
2021-04-29,1.07388975791186
2021-04-30,1.06357774558142
2021-05-01,1.05598125572228
2021-05-02,1.05088015041528
2021-05-03,1.03767620485525
2021-05-04,1.02851954770589
2021-05-05,1.00864839109808
2021-05-06,0.987430012049509
2021-05-07,0.96791139231443
2021-05-08,0.938527659294596
2021-05-09,0.908635785119571
2021-05-10,0.881196615704935
2021-05-11,0.860053954293943
2021-05-12,0.849563778821068
2021-05-13,0.840625529891238
2021-05-14,0.834247596831162
2021-05-15,0.832081525585024
2021-05-16,0.835228403001045
2021-05-17,0.831486055844751
2021-05-18,0.834971144270312
2021-05-19,0.832724541842568
2021-05-20,0.83648903212809
2021-05-21,0.832988713128301
2021-05-22,0.824027215000566
2021-05-23,0.805358117159399
2021-05-24,0.794945461170172
2021-05-25,0.780721153736263
2021-05-26,0.765117431904358
2021-05-27,0.752166273427542
2021-05-28,0.744789313022254
2021-05-29,0.748875375847399
2021-05-30,0.749542919332896
2021-05-31,0.757717697725704
2021-06-01,0.761455597641327
2021-06-02,0.767108326517646
2021-06-03,0.765164530000252
2021-06-04,0.766455178980731
2021-06-05,0.766688243606585
2021-06-06,0.773784108899243
2021-06-07,0.778932159093561
2021-06-08,0.779686850459611
2021-06-09,0.779520793817623
2021-06-10,0.77624437493962
2021-06-11,0.778504131463855
2021-06-12,0.774743897308321
2021-06-13,0.777650310061182
2021-06-14,0.783184934016962
2021-06-15,0.795234347670997
2021-06-16,0.786876171643621
2021-06-17,0.772968757877095
2021-06-18,0.742481980860931
2021-06-19,0.714676898053517
2021-06-20,0.675433734723891
