"Region","Date","Rt"
"Andhra Pradesh",2021-04-13,1.700804052313
"Andhra Pradesh",2021-04-14,1.72304233346189
"Andhra Pradesh",2021-04-15,1.73998011819027
"Andhra Pradesh",2021-04-16,1.7246495251522
"Andhra Pradesh",2021-04-17,1.70083908365629
"Andhra Pradesh",2021-04-18,1.71337914407527
"Andhra Pradesh",2021-04-19,1.67582261371894
"Andhra Pradesh",2021-04-20,1.64755057358299
"Andhra Pradesh",2021-04-21,1.61990392313128
"Andhra Pradesh",2021-04-22,1.57799220227564
"Andhra Pradesh",2021-04-23,1.55963561729518
"Andhra Pradesh",2021-04-24,1.53987586391425
"Andhra Pradesh",2021-04-25,1.51350733216022
"Andhra Pradesh",2021-04-26,1.49602762385041
"Andhra Pradesh",2021-04-27,1.53364564900393
"Andhra Pradesh",2021-04-28,1.5235927079052
"Andhra Pradesh",2021-04-29,1.49394516129796
"Andhra Pradesh",2021-04-30,1.47139218940752
"Andhra Pradesh",2021-05-01,1.44511736814923
"Andhra Pradesh",2021-05-02,1.36914540298827
"Andhra Pradesh",2021-05-03,1.30499957660913
"Andhra Pradesh",2021-05-04,1.28323284839649
"Andhra Pradesh",2021-05-05,1.2589605456655
"Andhra Pradesh",2021-05-06,1.24926060105513
"Andhra Pradesh",2021-05-07,1.24886699312199
"Andhra Pradesh",2021-05-08,1.23822884019175
"Andhra Pradesh",2021-05-09,1.21099755728513
"Andhra Pradesh",2021-05-10,1.17749146149463
"Andhra Pradesh",2021-05-11,1.11333780158179
"Andhra Pradesh",2021-05-12,1.0825834057847
"Andhra Pradesh",2021-05-13,1.05399566540566
"Andhra Pradesh",2021-05-14,1.03765104059052
"Andhra Pradesh",2021-05-15,1.02873845513131
"Andhra Pradesh",2021-05-16,1.03911527386556
"Andhra Pradesh",2021-05-17,1.04022307481129
"Andhra Pradesh",2021-05-18,1.02421305469974
"Andhra Pradesh",2021-05-19,1.01594905361608
"Andhra Pradesh",2021-05-20,0.997935533514221
"Andhra Pradesh",2021-05-21,0.971446283451729
"Andhra Pradesh",2021-05-22,0.949407704563532
"Andhra Pradesh",2021-05-23,0.933071548352718
"Andhra Pradesh",2021-05-24,0.901674615303561
"Andhra Pradesh",2021-05-25,0.879190291937545
"Andhra Pradesh",2021-05-26,0.848583963297886
"Andhra Pradesh",2021-05-27,0.830497272624872
"Andhra Pradesh",2021-05-28,0.818491738453937
"Andhra Pradesh",2021-05-29,0.806090057068878
"Andhra Pradesh",2021-05-30,0.799916993165378
"Andhra Pradesh",2021-05-31,0.81558383296321
"Andhra Pradesh",2021-06-01,0.809454974088199
"Andhra Pradesh",2021-06-02,0.796787653882521
"Andhra Pradesh",2021-06-03,0.797176654074249
"Andhra Pradesh",2021-06-04,0.794920811559281
"Andhra Pradesh",2021-06-05,0.793145835906406
"Andhra Pradesh",2021-06-06,0.803889968952935
"Andhra Pradesh",2021-06-07,0.829298111784548
"Andhra Pradesh",2021-06-08,0.828938374669697
"Andhra Pradesh",2021-06-09,0.8349031677992
"Andhra Pradesh",2021-06-10,0.835482653003752
"Andhra Pradesh",2021-06-11,0.829851465680519
"Andhra Pradesh",2021-06-12,0.833732552176212
"Andhra Pradesh",2021-06-13,0.844947475459776
"Andhra Pradesh",2021-06-14,0.841196477843902
"Andhra Pradesh",2021-06-15,0.854549302996058
"Andhra Pradesh",2021-06-16,0.855567299690265
"Andhra Pradesh",2021-06-17,0.855166160305191
"Andhra Pradesh",2021-06-18,0.848046289287597
"Andhra Pradesh",2021-06-19,0.854639971921839
"Andhra Pradesh",2021-06-20,0.845816944859542
"Andhra Pradesh",2021-06-21,0.856448385428019
"Andhra Pradesh",2021-06-22,0.867118991370091
"Andhra Pradesh",2021-06-23,0.864015601056165
"Andhra Pradesh",2021-06-24,0.865468941472778
"Andhra Pradesh",2021-06-25,0.868843418116631
"Andhra Pradesh",2021-06-26,0.871745369295838
"Andhra Pradesh",2021-06-27,0.863250825495609
"Andhra Pradesh",2021-06-28,0.867641691678013
"Andhra Pradesh",2021-06-29,0.860370368772447
"Andhra Pradesh",2021-06-30,0.871536495480125
"Andhra Pradesh",2021-07-01,0.879792494130921
"Andhra Pradesh",2021-07-02,0.89218396936642
"Andhra Pradesh",2021-07-03,0.902132593978279
"Andhra Pradesh",2021-07-04,0.913903764572429
"Andhra Pradesh",2021-07-05,0.901265256925549
"Andhra Pradesh",2021-07-06,0.8910744615949
"Andhra Pradesh",2021-07-07,0.892824601525358
"Andhra Pradesh",2021-07-08,0.902213342010658
"Andhra Pradesh",2021-07-09,0.902297283587547
"Andhra Pradesh",2021-07-10,0.89795738539677
"Andhra Pradesh",2021-07-11,0.902761481309951
"Andhra Pradesh",2021-07-12,0.929554956548695
"Andhra Pradesh",2021-07-13,0.949578852153843
"Andhra Pradesh",2021-07-14,0.9550383835289
"Andhra Pradesh",2021-07-15,0.969049636095203
"Andhra Pradesh",2021-07-16,0.980348375216491
"Andhra Pradesh",2021-07-17,0.957104731507264
"Andhra Pradesh",2021-07-18,0.930914776233275
"Andhra Pradesh",2021-07-19,0.926564334539348
"Andhra Pradesh",2021-07-20,0.928516313130157
"Andhra Pradesh",2021-07-21,0.938750728650076
"Andhra Pradesh",2021-07-22,0.937005642829262
"Andhra Pradesh",2021-07-23,0.958086972488284
"Andhra Pradesh",2021-07-24,0.965758150725101
"Andhra Pradesh",2021-07-25,0.968216073196631
"Andhra Pradesh",2021-07-26,0.938784627685272
"Andhra Pradesh",2021-07-27,0.961521485474439
"Andhra Pradesh",2021-07-28,0.971396624165255
"Andhra Pradesh",2021-07-29,0.953514746096553
"Andhra Pradesh",2021-07-30,0.961143390180067
"Andhra Pradesh",2021-07-31,0.986272682419829
"Andhra Pradesh",2021-08-01,1.01294555794909
"Andhra Pradesh",2021-08-02,1.00655784034244
"Andhra Pradesh",2021-08-03,1.03621875655023
"Andhra Pradesh",2021-08-04,1.03165628109861
"Andhra Pradesh",2021-08-05,1.0206744642173
"Andhra Pradesh",2021-08-06,0.999251036525
"Andhra Pradesh",2021-08-07,0.999278361474823
"Andhra Pradesh",2021-08-08,0.994451897913405
"Andhra Pradesh",2021-08-09,0.981468209096795
"Andhra Pradesh",2021-08-10,0.949257547118753
"Andhra Pradesh",2021-08-11,0.929096794542733
"Andhra Pradesh",2021-08-12,0.917336358511742
"Andhra Pradesh",2021-08-13,0.891831252878055
"Andhra Pradesh",2021-08-14,0.887165526627323
"Andhra Pradesh",2021-08-15,0.886234663377041
"Andhra Pradesh",2021-08-16,0.893143114444523
"Andhra Pradesh",2021-08-17,0.871807412182481
"Andhra Pradesh",2021-08-18,0.880421848835742
"Andhra Pradesh",2021-08-19,0.891364675212668
"Andhra Pradesh",2021-08-20,0.910576017626805
"Andhra Pradesh",2021-08-21,0.9314577645002
"Andhra Pradesh",2021-08-22,0.969917410317425
"Andhra Pradesh",2021-08-23,0.986788223058436
"Andhra Pradesh",2021-08-24,1.00231945151074
"Andhra Pradesh",2021-08-25,1.00683824841194
"Andhra Pradesh",2021-08-26,1.01756609134218
"Andhra Pradesh",2021-08-27,1.01497745660046
"Andhra Pradesh",2021-08-28,1.01959338457293
"Andhra Pradesh",2021-08-29,1.02168264133954
"Andhra Pradesh",2021-08-30,1.04794081948728
"Andhra Pradesh",2021-08-31,1.07871492584923
"Andhra Pradesh",2021-09-01,1.07324279403383
"Andhra Pradesh",2021-09-02,1.07478217182078
"Andhra Pradesh",2021-09-03,1.05908855624326
"Andhra Pradesh",2021-09-04,1.03728922252516
"Andhra Pradesh",2021-09-05,1.00902842843276
"Andhra Pradesh",2021-09-06,1.02374329246476
"Andhra Pradesh",2021-09-07,1.00715965147894
"Andhra Pradesh",2021-09-08,1.01328001558379
"Andhra Pradesh",2021-09-09,1.01748026999458
"Andhra Pradesh",2021-09-10,1.02586417436554
"Andhra Pradesh",2021-09-11,1.03639897718845
"Andhra Pradesh",2021-09-12,1.04975343515224
"Andhra Pradesh",2021-09-13,1.02533967413694
"Andhra Pradesh",2021-09-14,1.00641549717821
"Andhra Pradesh",2021-09-15,1.00349561140353
"Andhra Pradesh",2021-09-16,1.0039646360734
"Andhra Pradesh",2021-09-17,1.00990844056514
"Andhra Pradesh",2021-09-18,1.01249922713082
"Andhra Pradesh",2021-09-19,1.00825765433756
"Andhra Pradesh",2021-09-20,0.997886973008177
"Andhra Pradesh",2021-09-21,0.99724535170366
"Andhra Pradesh",2021-09-22,0.984267299123773
"Andhra Pradesh",2021-09-23,0.975408741438668
"Andhra Pradesh",2021-09-24,0.973084777059908
"Andhra Pradesh",2021-09-25,0.949838961343355
"Andhra Pradesh",2021-09-26,0.915431457412519
"Andhra Pradesh",2021-09-27,0.917536918398293
"Andhra Pradesh",2021-09-28,0.903465466486946
"Andhra Pradesh",2021-09-29,0.890238173301386
"Andhra Pradesh",2021-09-30,0.876255817433436
"Andhra Pradesh",2021-10-01,0.87646740877607
"Andhra Pradesh",2021-10-02,0.858694602264596
"Andhra Pradesh",2021-10-03,0.856724886483324
"Andhra Pradesh",2021-10-04,0.861718189702525
"Andhra Pradesh",2021-10-05,0.856457241732825
"Andhra Pradesh",2021-10-06,0.8519526241922
"Andhra Pradesh",2021-10-07,0.860528710238772
"Andhra Pradesh",2021-10-08,0.851772434041458
"Andhra Pradesh",2021-10-09,0.851468413910887
"Andhra Pradesh",2021-10-10,0.869247141030148
"Andhra Pradesh",2021-10-11,0.846090429174454
"Andhra Pradesh",2021-10-12,0.836985330732181
"Andhra Pradesh",2021-10-13,0.854494067648388
"Andhra Pradesh",2021-10-14,0.870733319345939
"Andhra Pradesh",2021-10-15,0.864785921541696
"Andhra Pradesh",2021-10-16,0.916356018376989
"Andhra Pradesh",2021-10-17,0.930606743919709
"Andhra Pradesh",2021-10-18,0.911853078421859
"Andhra Pradesh",2021-10-19,0.904748502358384
"Andhra Pradesh",2021-10-20,0.917248386337186
"Andhra Pradesh",2021-10-21,0.921926176263454
"Andhra Pradesh",2021-10-22,0.953013223624719
"Andhra Pradesh",2021-10-23,0.960455432646541
"Andhra Pradesh",2021-10-24,0.979166851576888
"Andhra Pradesh",2021-10-25,0.987668971511659
"Andhra Pradesh",2021-10-26,0.992271701672452
"Andhra Pradesh",2021-10-27,0.974217469828309
